# spin p0 e0 inclination pos Edot_tot Ldot_tot Qdot_tot Edot_hor Edot_inf Ldot_hor Ldot_inf Qdot_hor Qdot_inf elapsed  iu iw iz
9.9999999998221722e-01 1.2737304060249957e+00 2.5000000000000000e-01 1.0000000000000000e+00 1.1590000000000000e+03 6.0440990149402893e-03 1.3508439053211210e-02 -2.3680451244869559e-17 -2.7804733593778847e-02 3.3848832608718536e-02 -5.8072835707054092e-02 7.1581274760265198e-02 1.0261110120189615e-16 -1.2629155244676404e-16 3.3714036907921545e+03 1 5 7
9.9999999999900002e-01 1.2737176896829616e+00 2.5000000000000000e-01 1.0000000000000000e+00 1.1420000000000000e+03 6.0711298682400647e-03 1.3567034357748623e-02 -2.8776806206664510e-17 -2.7750588194465527e-02 3.3821718062705265e-02 -5.7962675042336598e-02 7.1529709400083713e-02 1.2254112440965933e-16 -1.5131793061632126e-16 3.4757249463640619e+03 1 5 8
9.8999999999999999e-01 1.7089489724385734e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2150000000000000e+03 8.6566888447739465e-02 2.3924326713571764e-01 1.5936803019637181e-16 -7.2849176628748272e-03 9.3851806110614208e-02 -2.0016691301348508e-02 2.5925995843706290e-01 -1.3333794935742820e-17 1.7270182513211551e-16 5.8474098937795497e+02 1 6 0
9.9943765867480960e-01 1.4142505979278854e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2700000000000000e+03 7.4135165946702622e-02 1.7358804395194510e-01 3.7419956364689911e-16 -8.2373895568974200e-03 8.2372555503599329e-02 -1.9281649294870005e-02 1.9286969324681175e-01 -4.1567361238958786e-17 4.1576692488585381e-16 1.2584833568769973e+03 1 6 1
9.9996837722339826e-01 1.3452150624285313e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2260000000000000e+03 4.9708416478762472e-02 1.1138270419134691e-01 1.2100268558754595e-16 -5.8470401985471930e-03 5.5555456677308754e-02 -1.3108406185520650e-02 1.2449111037686321e-01 -1.4239210952377197e-17 1.3524189653991657e-16 8.5182875910601579e+03 1 6 2
9.9999822172058994e-01 1.3288160065281953e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2360000000000000e+03 3.5079094332250767e-02 7.5302097183228889e-02 -1.6720424419076372e-17 -4.4412620535987709e-03 3.9520356385849185e-02 -9.6401914026227158e-03 8.4942288585849818e-02 2.1405524913970443e-18 -1.8860976910473019e-17 2.4107158656849060e+03 1 6 3
9.9999990000000005e-01 1.3249238994910766e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2460000000000000e+03 2.4453546734562411e-02 5.1528674196276519e-02 -6.8067876768498012e-17 -3.7088920837360798e-03 2.8162438818298375e-02 -7.8428255079763601e-03 5.9371499704252657e-02 1.0354364411958315e-17 -7.8422241180455678e-17 1.6492217618660070e+03 1 6 4
9.9999999437658671e-01 1.3240007247397294e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2200000000000000e+03 2.5123289730705451e-02 5.2901809315471782e-02 -6.4311297689037405e-17 -3.6819003163605928e-03 2.8805190047065839e-02 -7.7888346627653735e-03 6.0690643978236661e-02 9.4648896787202461e-18 -7.3776187367756920e-17 1.6397533295929898e+03 1 6 5
9.9999999968377229e-01 1.3237817932763043e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2300000000000000e+03 2.4670608179071910e-02 5.1965336769161638e-02 -9.1726309601697732e-17 -3.6584662406965061e-03 2.8329074419767980e-02 -7.7411154961572462e-03 5.9706452265318316e-02 1.3656795906256879e-17 -1.0538310550795403e-16 1.7923705552229658e+03 1 6 6
9.9999999998221722e-01 1.3237298757080189e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2400000000000000e+03 2.4179868008655719e-02 5.0789215148420289e-02 4.8295565052807048e-18 -3.5956013321189061e-03 2.7775469340774375e-02 -7.5841222820751909e-03 5.8373337430495283e-02 -7.1113819594824535e-19 5.5406947012289141e-18 1.7386742666789796e+03 1 6 7
9.9999999999900002e-01 1.3237175637359755e+00 3.0000000000000004e-01 1.0000000000000000e+00 1.2500000000000000e+03 2.4343373077058333e-02 5.1184001714055800e-02 -4.4906023632114790e-17 -3.6196012586629249e-03 2.7962974335720925e-02 -7.6446484359855181e-03 5.8828650150041246e-02 6.6997846882093786e-18 -5.1605808320324122e-17 1.7685068748770282e+03 1 6 8
9.8999999999999999e-01 1.7567649394562446e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3320000000000000e+03 8.6945129024231668e-02 2.3835853539736448e-01 -5.4357710140230437e-16 -7.1041106233237132e-03 9.4049239647554822e-02 -1.9343685009251398e-02 2.5770222040661128e-01 4.4091910979009719e-17 -5.8766901238131087e-16 4.6510077180806547e+02 1 7 0
9.9943765867480960e-01 1.4628826994767730e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3330000000000000e+03 7.3855627369700527e-02 1.7278032541829483e-01 2.7938736538033062e-16 -7.8570987136329581e-03 8.1712726083332785e-02 -1.8348678943481685e-02 1.9112900436177430e-01 -2.9679230140586513e-17 3.0906659552091472e-16 3.2544350719440263e+03 1 7 1
9.9996837722339826e-01 1.3948092711987428e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3250000000000000e+03 4.8531296183728367e-02 1.0787006628568074e-01 1.4851128006266513e-16 -5.5479250699916431e-03 5.4079221253718390e-02 -1.2408412798235902e-02 1.2027847908391522e-01 -1.7114221618967912e-17 1.6562550168162974e-16 3.6181374448630959e+03 1 7 2
9.9999822172058994e-01 1.3787143803844761e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.2990000000000000e+03 2.8074636265679007e-02 6.0114467181847729e-02 -2.7576636310962981e-17 -4.0686776740376032e-03 3.2143313939716381e-02 -8.7295898495688279e-03 6.8844057031415870e-02 4.0082191345172803e-18 -3.1584855445479584e-17 1.5245761177199893e+03 1 7 3
9.9999990000000005e-01 1.3748994834580226e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3090000000000000e+03 2.6924121670734640e-02 5.5596837534627921e-02 1.1071653452232501e-16 -3.2296057039040114e-03 3.0153727374638402e-02 -6.6984647513225661e-03 6.2295302285950066e-02 -1.3333096719667434e-17 1.2404963124199102e-16 1.6323991198099684e+03 1 7 4
9.9999999437658671e-01 1.3739949167944756e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3190000000000000e+03 2.7090028801248767e-02 5.5992548801399020e-02 -6.8581865521531260e-17 -3.2268409063871883e-03 3.0316869707635828e-02 -6.7020483944188261e-03 6.2694597195817200e-02 8.2124195133483971e-18 -7.6794285034879304e-17 4.5250086446229834e+03 1 7 5
9.9999999968377229e-01 1.3737804149885997e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3290000000000000e+03 2.7246181618076456e-02 5.6362230909309897e-02 1.1304955768330789e-16 -3.2474831210593229e-03 3.0493664739135430e-02 -6.7527876663264867e-03 6.3115018575634924e-02 -1.3552028481888280e-17 1.2660158616519475e-16 5.5743897272769827e+03 1 7 6
9.9999999998221722e-01 1.3737295489410677e+00 3.5000000000000003e-01 1.0000000000000000e+00 1.3030000000000000e+03 2.7192609424579382e-02 5.6246055666075906e-02 4.3505371843456921e-17 -3.2410559757232739e-03 3.0433665400302304e-02 -6.7386961488828268e-03 6.2984751814958426e-02 -5.2085323659349311e-18 4.8713904209391096e-17 5.6054245315790176e+03 1 7 7
